,ID,Name,Frequency [MHz],Bandwidth [kHz]/Baud,Status,Description,Source,Orbit
5264,42070,Echostar 23,None,None,None,None,UCS,GEO
5265,27378,Echostar 7,None,None,None,None,UCS,GEO
5266,27854,Echostar 9/Galaxy 23,None,None,None,None,UCS,GEO
5267,32763,Echostar G1,None,None,None,None,UCS,GEO
5268,44419,Ecuador-UTE,437.05,None,Unknown,"Beacon, CW",AmSAT,None
5269,44388,Ecuador-UTE,None,None,None,None,UCS,LEO
5270,44718,Egycubesat-2,437.974,None,Unknown,"Beacon, CW",AmSAT,None
5271,44047,EgyptSat-A,None,None,None,None,UCS,LEO
5272,44047,Egyptsat A,2270.506,None,active,Telemetry S-Band,SatNOGS,None
5273,44408,El Camino Real,None,None,None,None,UCS,LEO
5274,None,Electro-L N1,1696.4,400 kHz,inactive,DCP report relay,USRadioGuy,None
5275,None,Electro-L N1,7500,73000 kHz,inactive,Raw data,USRadioGuy,None
5276,None,Electro-L N1,8195,32000 kHz,inactive,Processed images and information,USRadioGuy,None
5277,None,Electro-L N1,1691,2000 kHz,inactive,High resolution data and information,USRadioGuy,None
5278,None,Electro-L N1,1693,2000 kHz,inactive,High resolution data and information,USRadioGuy,None
5279,None,Electro-L N1,1691,200 kHz,inactive,Low resolution data and information,USRadioGuy,None
5280,None,Electro-L N1,402.0,3 kHz,inactive,Regional & International DCP reports,USRadioGuy,None
5281,None,Electro-L N1,1697,400 kHz,inactive,DCP report relay,USRadioGuy,None
5282,None,Electro-L N2,7500,73000 kHz,inactive,Raw data,USRadioGuy,None
5283,None,Electro-L N2,1696.4,400 kHz,inactive,DCP report relay,USRadioGuy,None
5284,None,Electro-L N2,8195,32000 kHz,inactive,Processed images and information,USRadioGuy,None
5285,None,Electro-L N2,1691,200 kHz,inactive,Low resolution data and information,USRadioGuy,None
5286,None,Electro-L N2,402.0,3 kHz,inactive,Regional & International DCP reports,USRadioGuy,None
5287,None,Electro-L N2,1693,2000 kHz,inactive,High resolution data and information,USRadioGuy,None
5288,None,Electro-L N2,1691,2000 kHz,inactive,High resolution data and information,USRadioGuy,None
5289,None,Electro-L N2,1697,2000 kHz,inactive,DCP report relay,USRadioGuy,None
5290,None,Electro-L N3,1691,2000 kHz,inactive,High resolution data and information,USRadioGuy,None
5291,None,Electro-L N3,8195,32000 kHz,inactive,Processed images and information,USRadioGuy,None
5292,None,Electro-L N3,1693,2000 kHz,inactive,High resolution data and information,USRadioGuy,None
5293,None,Electro-L N3,1691,200 kHz,inactive,Low resolution data and information,USRadioGuy,None
5294,None,Electro-L N3,402.0,3 kHz,inactive,Regional & International DCP reports,USRadioGuy,None
5295,None,Electro-L N3,7500,73000 kHz,inactive,Raw data,USRadioGuy,None
5296,None,Electro-L N3,1696.4,400 kHz,inactive,DCP report relay,USRadioGuy,None
5297,None,Electro-L N3,1697,400 kHz,inactive,DCP report relay,USRadioGuy,None
5298,None,Electro-L N4,8195,32000 kHz,inactive,Processed images and information,USRadioGuy,None
5299,None,Electro-L N4,1693,2000 kHz,inactive,High resolution data and information,USRadioGuy,None
5300,None,Electro-L N4,1691,200 kHz,inactive,Low resolution data and information,USRadioGuy,None
5301,None,Electro-L N4,1691,2000 kHz,inactive,High resolution data and information,USRadioGuy,None
5302,None,Electro-L N4,7500,73000 kHz,inactive,Raw data,USRadioGuy,None
5303,None,Electro-L N4,1697,2000 kHz,inactive,DCP report relay,USRadioGuy,None
5304,None,Electro-L N4,1696.4,2000 kHz,inactive,DCP report relay,USRadioGuy,None
5305,None,Electro-L N4,402.0,3 kHz,inactive,Regional & International DCP reports,USRadioGuy,None
5306,None,Electro-L N5,1697,2000 kHz,inactive,DCP report relay,USRadioGuy,None
5307,None,Electro-L N5,7500,73000 kHz,inactive,Raw data,USRadioGuy,None
5308,None,Electro-L N5,1696.4,400 kHz,inactive,DCP report relay,USRadioGuy,None
5309,None,Electro-L N5,1693,2000 kHz,inactive,High resolution data and information,USRadioGuy,None
5310,None,Electro-L N5,8195,32000 kHz,inactive,Processed images and information,USRadioGuy,None
5311,None,Electro-L N5,1691,200 kHz,inactive,Low resolution data and information,USRadioGuy,None
5312,None,Electro-L N5,402.0,3 kHz,inactive,Regional & International DCP reports,USRadioGuy,None
5313,None,Electro-L N5,1691,2000 kHz,inactive,High resolution data and information,USRadioGuy,None
5314,37344,Electro-L1,None,None,None,None,UCS,GEO
5315,41105,Electro-L2,None,None,None,None,UCS,GEO
5316,44903,Electro-L3,None,None,None,None,UCS,GEO
5317,37344,Elektro-L 1,1693.0,665400.0,active,GGAK-E 1,SatNOGS,None
5318,41105,Elektro-L 2,1693.0,665400.0,active,GGAK-E 2,SatNOGS,None
5319,44903,Elektro-L 3,1691.0,64000.0,active,LRIT Bandwidth 200 kHz Rate 64/128 kbps,SatNOGS,None
5320,44903,Elektro-L 3,1697.0,2000000.0,active,DCP/Selected Data Linear Mode L,SatNOGS,None
5321,44903,Elektro-L 3,465.0,200000.0,active,Inter-satellite telecommand RHCP Mode U,SatNOGS,None
5322,44903,Elektro-L 3,3405.703,9290000.0,active,TLM RHCP Mode S,SatNOGS,None
5323,44903,Elektro-L 3,7500.0,7300000.0,active,DCP Downlink RHCP Mode C,SatNOGS,None
5324,44903,Elektro-L 3,1693.0,2000000.0,active,200 kHz Selected Data RHCP Mode L,SatNOGS,None
5325,44903,Elektro-L 3,1544.5,200000.0,active,Data Relay LHCP Mode L,SatNOGS,None
5326,44078,Emisat,2254.146,None,active,S-band telemetry,SatNOGS,None
5327,52159,EnMAP,None,None,None,None,UCS,LEO
5328,43551,EnduroSat One,437.05,None,Re-entered,9600bps GMSK Music,AmSAT,None
5329,43551,EnduroSat One,437.05,None,Re-entered,"Beacon, 9600bps GMSK Music",AmSAT,None
5330,44429,EntrySat,436.95,None,Re-entered,9600bps BPSK,AmSAT,None
5331,44429,EntrySat,436.95,9600.0,inactive,UHF Beacon and Telemetry,SatNOGS,None
5332,43700,Es'Hail-2 (Phase-4A QO-100),10489.675,125.0 kHz,Active,Linear  transponder,AmSAT,None
5333,43700,Es'Hail-2 (Phase-4A QO-100),10495.0,4000.0 kHz,Unknown,Digital transponder,AmSAT,None
5334,43700,Es'hail 2,10489.54,None,active,Narrowband digimodes(500Hz max BW),SatNOGS,None
5335,43700,Es'hail 2,10489.505,None,active,CW Only Transpoder,SatNOGS,None
5336,43700,Es'hail 2,10489.995,None,active,Experimental Beacon,SatNOGS,None
5337,43700,Es'hail 2,10489.5,None,active,CW Lower Beacon,SatNOGS,None
5338,43700,Es'hail 2,10489.795,None,inactive,CW Upper Beacon,SatNOGS,None
5339,43700,Es'hail 2,10489.69,None,inactive,SSB Only Transpoder,SatNOGS,None
5340,43700,Es'hail 2,10489.62,None,inactive,digimodes(2700Hz max BW),SatNOGS,None
5341,43700,Es'hail 2,10489.6,None,inactive,Narrowband digimodes(500Hz max BW),SatNOGS,None
5342,43700,Es'hail 2,10489.555,None,inactive,CW Only Transpoder,SatNOGS,None
5343,43700,Es'hail 2,10489.55,None,inactive,CW Lower Beacon,SatNOGS,None
5344,43700,Es'hail 2,10489.635,None,active,IS0GRB Winlink Server,SatNOGS,None
5345,43700,Es'hail 2,10489.795,400.0,active,BPSK400 Upper Beacon,SatNOGS,None
5346,43700,Es'hail 2,10489.86,None,active,International Emergency Frequency,SatNOGS,None
5347,43700,Es'hail 2,10489.64,None,inactive,Mixed modes(2700Hz max BW),SatNOGS,None
5348,43700,Es'hail 2,10489.995,None,active,CW Experimental Beacon,SatNOGS,None
5349,43700,Es'hail 2,10489.55,400.0,inactive,BPSK400 Lower Beacon,SatNOGS,None
5350,43700,Es'hail 2,10489.65,None,active,SSB Only Transpoder,SatNOGS,None
5351,43700,Es'hail 2,10489.745,400.0,active,BPSK400 Middle Beacon,SatNOGS,None
5352,43700,Es'hail 2,10489.85,None,active,Mixed modes(2700Hz max BW),SatNOGS,None
5353,43700,Es'hail 2,10489.755,None,active,SSB Only Transpoder,SatNOGS,None
5354,43700,Es'hail 2,10489.58,None,active,digimodes(2700Hz max BW),SatNOGS,None
5355,39233,Es'hail-1,None,None,None,None,UCS,GEO
5356,43700,Es'hail-2,None,None,None,None,UCS,GEO
5357,57316,Essence,435.775,None,None,None,AmSAT,None
5358,39161,EstCube-1,437.505,None,Inactive,9600bps GMSK CW,AmSAT,None
5359,39161,EstCube-1,2401.250,None,Inactive,9600bps GMSK CW,AmSAT,None
5360,39161,EstCube-1,437.254,None,Inactive,"Beacon, 9600bps GMSK CW",AmSAT,None
5361,43807,Eu:CROPIS,None,None,None,None,UCS,LEO
5362,99076,Euclid,8454.9305,None,active,Mode X - Downlink,SatNOGS,None
5363,34710,Eutelsat 10A,None,None,None,None,UCS,GEO
5364,29162,Eutelsat 113 West A,None,None,None,None,UCS,GEO
5365,40425,Eutelsat 115 West B,None,None,None,None,UCS,GEO
5366,39122,Eutelsat 117 West A,None,None,None,None,UCS,GEO
5367,41589,Eutelsat 117 West B,None,None,None,None,UCS,GEO
5368,26719,Eutelsat 133 West A,None,None,None,None,UCS,GEO
5369,28187,Eutelsat 139 West A,None,None,None,None,UCS,GEO
5370,37836,Eutelsat 16A,None,None,None,None,UCS,GEO
5371,42741,Eutelsat 172B,None,None,None,None,UCS,GEO
5372,28924,Eutelsat 174A,None,None,None,None,UCS,GEO
5373,38992,Eutelsat 21B,None,None,None,None,UCS,GEO
5374,33750,Eutelsat 33E,None,None,None,None,UCS,GEO
5375,26369,Eutelsat 36A,None,None,None,None,UCS,GEO
5376,36101,Eutelsat 36B,None,None,None,None,UCS,GEO
5377,39773,Eutelsat 3B,None,None,None,None,UCS,GEO
5378,27460,Eutelsat 5 West A,None,None,None,None,UCS,GEO
5379,44624,Eutelsat 5 West B,None,None,None,None,UCS,GEO
5380,41382,Eutelsat 65 West A,None,None,None,None,UCS,GEO
5381,37816,Eutelsat 7 West A,None,None,None,None,UCS,GEO
5382,39020,Eutelsat 70B,None,None,None,None,UCS,GEO
5383,39163,Eutelsat 7B,None,None,None,None,UCS,GEO
5384,44334,Eutelsat 7C,None,None,None,None,UCS,GEO
5385,40875,Eutelsat 8 West B,None,None,None,None,UCS,GEO
5386,41310,Eutelsat 9B,None,None,None,None,UCS,GEO
5387,29270,Eutelsat Hot Bird 13B,None,None,None,None,UCS,GEO
5388,33459,Eutelsat Hot Bird 13C,None,None,None,None,UCS,GEO
5389,28945,Eutelsat Hot Bird 13E,None,None,None,None,UCS,GEO
5390,54048,Eutelsat Hotbird 13F,None,None,None,None,UCS,GEO
5391,54225,Eutelsat Hotbird 13G,None,None,None,None,UCS,GEO
5392,18351,Eutelsat I F-4,137.141,None,active,carrier wave,SatNOGS,None
5393,18351,Eutelsat I F-4,137.141,160.0,active,BPSK,SatNOGS,None
5394,37258,Eutelsat KA-SAT 9A,None,None,None,None,UCS,GEO
5395,45027,Eutelsat Konnect,None,None,None,None,UCS,GEO
5396,53765,Eutelsat Konnect VHTS,None,None,None,None,UCS,GEO
5397,49056,Eutelsat Quantum,None,None,None,None,UCS,GEO
5398,42734,ExAlta-1 (CA03),436.705,None,Re-entered,4k8/9k6/19k2 GMSK,AmSAT,None
5399,56313,ExAlta-2,2428.000,None,Unknown,9600bps FSK,AmSAT,None
5400,56313,ExAlta-2,437.875,None,Unknown,9600bps FSK,AmSAT,None
5401,43775,ExSeedSat-1,None,None,None,None,UCS,LEO
5402,40380,ExoCube-1 (CP-10),437.27,None,Inactive,9600bps FSK CW,AmSAT,None
5403,40380,ExoCube-1 (CP-10),437.27,None,Inactive,"Beacon, 9600bps FSK CW",AmSAT,None
5404,47319,ExoCube-2,None,None,None,None,UCS,LEO
5405,45986,Express-103,None,None,None,None,UCS,GEO
5406,45985,Express-80,None,None,None,None,UCS,GEO
5407,28707,Express-AM3,None,None,None,None,UCS,GEO
5408,32478,Express-AM33,None,None,None,None,UCS,GEO
5409,33595,Express-AM44,None,None,None,None,UCS,GEO
5410,39487,Express-AM5,None,None,None,None,UCS,GEO
5411,40277,Express-AM6,None,None,None,None,UCS,GEO
5412,40505,Express-AM7,None,None,None,None,UCS,GEO
5413,40895,Express-AM8,None,None,None,None,UCS,GEO
5414,41191,Express-AMU1,None,None,None,None,UCS,GEO
5415,50001,Express-AMU3,None,None,None,None,UCS,GEO
5416,50002,Express-AMU7,None,None,None,None,UCS,GEO
5417,39612,Express-AT1,None,None,None,None,UCS,GEO
5418,39613,Express-AT2,None,None,None,None,UCS,GEO
5419,99914,ExseedSat 1,145.9,None,active,U/V FM CTCSS 67.0Hz,SatNOGS,None
5420,99914,ExseedSat 1,145.9,1200.0,active,U/V APRS Digipeater,SatNOGS,None
5421,43775,ExseedSat-1(VO-96),145.9,None,Inactive,FM,AmSAT,None
5422,44877,Eyesat,None,None,None,None,UCS,LEO
5423,38855,F-1,437.485,None,Re-entered,"Beacon, 1200bps FM AFSK CW",AmSAT,None
5424,38855,F-1,145.98,None,Re-entered,1200bps FM AFSK CW,AmSAT,None
5425,43721,FACSAT-1,437.35,9600.0,inactive,GMSK9k6,SatNOGS,None
5426,43721,FACSAT-1,None,None,None,None,UCS,LEO
5427,56205,FACSAT-2,401.416,None,active,Telemetry,SatNOGS,None
5428,56205,FACSAT-2,None,None,Active,nan,Space-Track,LEO
5429,56205,FACSAT-2,None,None,Active,None,CelesTrak,LEO
5430,23465,FAISAT,None,None,Active,nan,Space-Track,MEO
5431,24954,FAISAT 2V,None,None,Active,nan,Space-Track,MEO
5432,47226,FALCON EYE 2,None,None,Active,None,CelesTrak,MEO
5433,47226,FALCON EYE 2,None,None,Active,nan,Space-Track,MEO
5434,26064,FALCONSAT,None,None,Active,nan,Space-Track,MEO
5435,30776,FALCONSAT 3,435.103,9600.0,inactive,TLM FSK,SatNOGS,None
5436,37226,FALCONSAT 5 (USA 221),None,None,Active,nan,Space-Track,MEO
5437,43815,FALCONSAT-6,None,None,Active,nan,Space-Track,LEO
5438,43815,FALCONSAT-6,None,None,Active,None,CelesTrak,LEO
5439,49381,FALCONSAT-8,None,None,Active,nan,Space-Track,LEO
5440,48924,FARADAY_PHOENIX,None,None,Active,nan,Space-Track,LEO
5441,48924,FARADAY_PHOENIX,None,None,Active,None,CelesTrak,LEO
5442,25395,FASAT B,None,None,Active,nan,Space-Track,MEO
5443,24285,FAST,None,None,Active,nan,Space-Track,MEO
5444,37227,FAST 1,None,None,None,None,UCS,LEO
5445,37227,FAST 1 (USA 222),None,None,Active,nan,Space-Track,MEO
5446,37380,FAST 2 (USA 228),None,None,Active,nan,Space-Track,MEO
5447,37225,FASTSAT-HSV01 (USA 220),None,None,Active,nan,Space-Track,MEO
5448,27598,FEDSAT,None,None,Active,nan,Space-Track,MEO
5449,99738,FEES,437.2,125000.0,active,Mode U - LoRa,SatNOGS,None
5450,99738,FEES,437.2,9600.0,active,Mode U - FSK9k6,SatNOGS,None
5451,99738,FEES,1621.25,None,active,Iridium Link,SatNOGS,None
5452,48082,FEES,437.2,None,Inactive,9600bps FSK/LoRa,AmSAT,None
5453,48082,FEES,None,None,Active,None,CelesTrak,LEO
5454,48082,FEES,None,None,Active,nan,Space-Track,LEO
5455,99431,FEES 2,437.2,9600.0,inactive,Mode U - FSK9k6,SatNOGS,None
5456,99431,FEES 2,436.0,125000.0,inactive,Mode U LoRa,SatNOGS,None
5457,51441,FEES-2,437.200,None,Re-entered,9600bps FSK 125k LoRa,AmSAT,None
5458,51441,FEES-2,145.000,None,Re-entered,9600bps FSK 125k LoRa,AmSAT,None
5459,38998,FENGNIAO 1 (FN-1),None,None,Active,None,CelesTrak,LEO
5460,38998,FENGNIAO 1 (FN-1),None,None,Active,nan,Space-Track,LEO
5461,19467,FENGYUN 1A,None,None,Active,nan,Space-Track,MEO
5462,20788,FENGYUN 1B,None,None,Active,nan,Space-Track,MEO
5463,25730,FENGYUN 1C,None,None,Active,nan,Space-Track,MEO
5464,27431,FENGYUN 1D,None,None,Active,nan,Space-Track,MEO
5465,24834,FENGYUN 2A,None,None,Active,nan,Space-Track,GEO
5466,26382,FENGYUN 2B,None,None,Active,nan,Space-Track,GEO
5467,28451,FENGYUN 2C,None,None,Active,nan,Space-Track,GEO
5468,29640,FENGYUN 2D,None,None,Active,nan,Space-Track,GEO
5469,33463,FENGYUN 2E,None,None,Active,nan,Space-Track,GEO
5470,33463,FENGYUN 2E,None,None,Active,None,CelesTrak,GEO
5471,38049,FENGYUN 2F,None,None,Active,None,CelesTrak,GEO
5472,38049,FENGYUN 2F,None,None,Active,nan,Space-Track,GEO
5473,40367,FENGYUN 2G,None,None,Active,None,CelesTrak,GEO
5474,40367,FENGYUN 2G,None,None,Active,nan,Space-Track,GEO
5475,43491,FENGYUN 2H,None,None,Active,nan,Space-Track,GEO
5476,43491,FENGYUN 2H,None,None,Active,None,CelesTrak,GEO
5477,32958,FENGYUN 3A,None,None,Active,nan,Space-Track,MEO
5478,32958,FENGYUN 3A,1704.5,6800000.0,active,AHRPT 1704.5 GHz,SatNOGS,None
5479,32958,FENGYUN 3A,8145.95,150000000.0,active,Mode X,SatNOGS,None
5480,32958,FENGYUN 3A,None,None,Active,None,CelesTrak,MEO
5481,32958,FENGYUN 3A,7775.0,45000000.0,active,MPT,SatNOGS,None
5482,32958,FENGYUN 3A,1704.5,4200000.0,active,AHRPT Downlink,SatNOGS,None
5483,37214,FENGYUN 3B,8145.95,150000000.0,active,Mode X,SatNOGS,None
5484,37214,FENGYUN 3B,2246.40323,128000.0,inactive,Telemetry,SatNOGS,None
5485,37214,FENGYUN 3B,1704.5,4200000.0,inactive,AHRPT Downlink,SatNOGS,None
5486,37214,FENGYUN 3B,None,None,Active,nan,Space-Track,MEO
5487,37214,FENGYUN 3B,None,None,Active,None,CelesTrak,MEO
5488,39260,FENGYUN 3C,2218.565669,128000.0,active,Telemetry,SatNOGS,None
5489,39260,FENGYUN 3C,None,None,Active,nan,Space-Track,MEO
5490,39260,FENGYUN 3C,None,None,Active,None,CelesTrak,MEO
5491,39260,FENGYUN 3C,1701.4,4200000.0,active,AHRPT Downlink,SatNOGS,None
5492,39260,FENGYUN 3C,2252.892,None,active,S band telemetry,SatNOGS,None
5493,43010,FENGYUN 3D,None,None,Active,nan,Space-Track,MEO
5494,43010,FENGYUN 3D,None,None,Active,None,CelesTrak,MEO
5495,49008,FENGYUN 3E,None,None,Active,nan,Space-Track,MEO
5496,49008,FENGYUN 3E,None,None,Active,None,CelesTrak,MEO
5497,57490,FENGYUN 3F,2246.403,None,active,Mode S - TLM,SatNOGS,None
5498,57490,FENGYUN 3F,2264.641,24000.0,active,S-band telemetry,SatNOGS,None
5499,57490,FENGYUN 3F,None,None,Active,None,CelesTrak,MEO
5500,57490,FENGYUN 3F,None,None,Active,nan,Space-Track,MEO
5501,56232,FENGYUN 3G,None,None,Active,nan,Space-Track,LEO
5502,56232,FENGYUN 3G,None,None,Active,None,CelesTrak,LEO
5503,41882,FENGYUN 4A,None,None,Active,None,CelesTrak,GEO
5504,41882,FENGYUN 4A,None,None,Active,nan,Space-Track,GEO
5505,48808,FENGYUN 4B,None,None,Active,nan,Space-Track,GEO
5506,48808,FENGYUN 4B,None,None,Active,None,CelesTrak,GEO
5507,33053,FGRST (GLAST),None,None,Active,None,CelesTrak,LEO
5508,37162,FIA Radar 1,None,None,None,None,UCS,LEO
5509,38109,FIA Radar 2,None,None,None,None,UCS,LEO
5510,39462,FIA Radar 3,None,None,None,None,UCS,LEO
5511,41334,FIA Radar 4,None,None,None,None,UCS,LEO
5512,43145,FIA Radar 5,None,None,None,None,UCS,LEO
5513,40377,FIREBIRD 3,437.397,19200.0,invalid,PE0SAT - 19k2 FSK TLM,SatNOGS,None
5514,40377,FIREBIRD 3,437.405,19200.0,inactive,19k2 GMSK TLM,SatNOGS,None
5515,40378,FIREBIRD 4,437.23,19200.0,inactive,19k2 GMSK TLM,SatNOGS,None
5516,40378,FIREBIRD 4,437.22,19200.0,inactive,PE0SAT - 19k2 FSK TLM,SatNOGS,None
5517,39463,FIREBIRD A,None,None,Active,nan,Space-Track,LEO
5518,39464,FIREBIRD B,None,None,Active,nan,Space-Track,LEO
5519,39463,FIREBIRD-1,437.405,None,Inactive,19200bps FSK,AmSAT,None
5520,39464,FIREBIRD-2,437.23,None,Inactive,19200bps FSK,AmSAT,None
5521,40377,FIREBIRD-3,437.405,None,Active,19200bps FSK,AmSAT,None
5522,40377,FIREBIRD-3,437.396,None,Active,19200bps FSK,AmSAT,None
5523,40378,FIREBIRD-4,437.219,None,Active,19200bps FSK,AmSAT,None
5524,40378,FIREBIRD-4,437.230,None,Active,19200bps FSK,AmSAT,None
5525,39463,FIREBIRD-A,437.397,19200.0,active,Mode U - FSK19k2 AX25,SatNOGS,None
5526,39464,FIREBIRD-B,437.23,19200.0,active,Mode U - FSK19k2 AX25,SatNOGS,None
5527,39439,FIRST-MOVE,145.97,15.0,active,CW Beacon,SatNOGS,None
5528,39439,FIRST-MOVE,437.385,1200.0,inactive,UHF BPSK1k2 TLM,SatNOGS,None
5529,39439,FIRST-MOVE,145.97,15.0,invalid,CW Beacon drifted,SatNOGS,None
5530,39439,FIRST-MOVE,None,None,Active,nan,Space-Track,MEO
5531,39439,FIRST-MOVE,None,None,Active,None,CelesTrak,MEO
5532,38853,FITSAT-1,5.84GHz,None,Re-entered,1200bps/115.2Kbps,AmSAT,None
5533,38853,FITSAT-1,437.25,None,Re-entered,"Beacon, 1200bps/115.2Kbps",AmSAT,None
5534,38853,FITSAT-1,437.445,None,Re-entered,1200bps/115.2Kbps,AmSAT,None
5535,40027,FLOCK 1C 1,None,None,Active,nan,Space-Track,LEO
5536,40023,FLOCK 1C 10,None,None,Active,nan,Space-Track,MEO
5537,40033,FLOCK 1C 11,None,None,Active,nan,Space-Track,LEO
5538,40029,FLOCK 1C 2,None,None,Active,nan,Space-Track,LEO
5539,40041,FLOCK 1C 3,None,None,Active,nan,Space-Track,LEO
5540,40031,FLOCK 1C 4,None,None,Active,nan,Space-Track,MEO
5541,40038,FLOCK 1C 5,None,None,Active,nan,Space-Track,LEO
5542,40036,FLOCK 1C 6,None,None,Active,nan,Space-Track,LEO
5543,40026,FLOCK 1C 7,None,None,Active,nan,Space-Track,LEO
5544,40040,FLOCK 1C 8,None,None,Active,nan,Space-Track,LEO
5545,40035,FLOCK 1C 9,None,None,Active,nan,Space-Track,LEO
5546,40031,FLOCK 1C-4,401.334,None,active,Mode U,SatNOGS,None
5547,43893,FLOCK 3K 4,401.3,4800.0,inactive,Downlink,SatNOGS,None
5548,43121,FLOCK 3P'-1,401.3,4800.0,inactive,Mode U GFSK 4K8,SatNOGS,None
5549,43121,FLOCK 3P'-1,401.3,None,inactive,Downlink,SatNOGS,None
5550,43119,FLOCK 3P'-3,401.3,4800.0,inactive,Downlink,SatNOGS,None
5551,43122,FLOCK 3P'-4,401.3,None,active,Downlink,SatNOGS,None
5552,43122,FLOCK 3P'-4,401.3,4800.0,active,Mode U,SatNOGS,None
5553,42018,FLOCK 3P-23,401.3,4800.0,inactive,Downlink,SatNOGS,None
5554,43769,FLOCK 3S 1,None,None,Active,nan,Space-Track,LEO
5555,43821,FLOCK 3S 2,None,None,Active,nan,Space-Track,LEO
5556,43788,FLOCK 3S 3,None,None,Active,nan,Space-Track,LEO
5557,43769,FLOCK 3S-1,None,None,Active,None,CelesTrak,LEO
5558,46820,FLOCK 4E'-2,None,None,Active,None,CelesTrak,LEO
5559,46819,FLOCK 4E'-3,None,None,Active,None,CelesTrak,LEO
5560,46821,FLOCK 4E'-4,None,None,Active,None,CelesTrak,LEO
5561,46817,FLOCK 4E'-5,None,None,Active,None,CelesTrak,LEO
5562,46822,FLOCK 4E'-6,None,None,Active,None,CelesTrak,LEO
5563,46814,FLOCK 4E'-7,None,None,Active,None,CelesTrak,LEO
5564,46816,FLOCK 4E'-8,None,None,Active,None,CelesTrak,LEO
5565,46815,FLOCK 4E'-9,None,None,Active,None,CelesTrak,LEO
5566,46813,FLOCK 4EP 1,None,None,Active,nan,Space-Track,LEO
5567,46820,FLOCK 4EP 2,None,None,Active,nan,Space-Track,LEO
5568,46819,FLOCK 4EP 3,None,None,Active,nan,Space-Track,LEO
5569,46821,FLOCK 4EP 4,None,None,Active,nan,Space-Track,LEO
5570,46817,FLOCK 4EP 5,None,None,Active,nan,Space-Track,LEO
5571,46822,FLOCK 4EP 6,None,None,Active,nan,Space-Track,LEO
5572,46814,FLOCK 4EP 7,None,None,Active,nan,Space-Track,LEO
5573,46816,FLOCK 4EP 8,None,None,Active,nan,Space-Track,LEO
5574,46815,FLOCK 4EP 9,None,None,Active,nan,Space-Track,LEO
5575,44809,FLOCK 4P 11,None,None,Active,nan,Space-Track,LEO
5576,44813,FLOCK 4P 2,None,None,Active,nan,Space-Track,LEO
5577,44818,FLOCK 4P 5,401.3,4800.0,active,Mode U,SatNOGS,None
5578,44818,FLOCK 4P 5,None,None,Active,nan,Space-Track,LEO
5579,44816,FLOCK 4P 7,401.3,4800.0,active,Mode U,SatNOGS,None
5580,44816,FLOCK 4P 7,None,None,Active,nan,Space-Track,LEO
5581,44809,FLOCK 4P-11,None,None,Active,None,CelesTrak,LEO
5582,44818,FLOCK 4P-5,None,None,Active,None,CelesTrak,LEO
5583,44816,FLOCK 4P-7,None,None,Active,None,CelesTrak,LEO
5584,47543,FLOCK 4S 1,None,None,Active,nan,Space-Track,LEO
5585,47523,FLOCK 4S 10,None,None,Active,nan,Space-Track,LEO
5586,47462,FLOCK 4S 11,None,None,Active,nan,Space-Track,LEO
5587,47471,FLOCK 4S 12,None,None,Active,nan,Space-Track,LEO
5588,47472,FLOCK 4S 13,None,None,Active,nan,Space-Track,LEO
5589,47528,FLOCK 4S 14,None,None,Active,nan,Space-Track,LEO
5590,47521,FLOCK 4S 15,None,None,Active,nan,Space-Track,LEO
5591,47516,FLOCK 4S 16,None,None,Active,nan,Space-Track,LEO
5592,47492,FLOCK 4S 17,None,None,Active,nan,Space-Track,LEO
5593,47496,FLOCK 4S 18,None,None,Active,nan,Space-Track,LEO
5594,47500,FLOCK 4S 19,None,None,Active,nan,Space-Track,LEO
5595,47498,FLOCK 4S 2,None,None,Active,nan,Space-Track,LEO
5596,47540,FLOCK 4S 20,None,None,Active,nan,Space-Track,LEO
5597,47456,FLOCK 4S 21,None,None,Active,nan,Space-Track,LEO
5598,47452,FLOCK 4S 22,None,None,Active,nan,Space-Track,LEO
5599,47545,FLOCK 4S 23,None,None,Active,nan,Space-Track,LEO
5600,47539,FLOCK 4S 24,None,None,Active,nan,Space-Track,LEO
5601,47542,FLOCK 4S 25,None,None,Active,nan,Space-Track,LEO
5602,47497,FLOCK 4S 26,None,None,Active,nan,Space-Track,LEO
5603,47495,FLOCK 4S 27,None,None,Active,nan,Space-Track,LEO
5604,47514,FLOCK 4S 28,None,None,Active,nan,Space-Track,LEO
5605,47520,FLOCK 4S 29,None,None,Active,nan,Space-Track,LEO
5606,47494,FLOCK 4S 3,None,None,Active,nan,Space-Track,LEO
5607,47544,FLOCK 4S 30,None,None,Active,nan,Space-Track,LEO
5608,47475,FLOCK 4S 31,None,None,Active,nan,Space-Track,LEO
5609,47469,FLOCK 4S 33,None,None,Active,nan,Space-Track,LEO
5610,47477,FLOCK 4S 34,None,None,Active,nan,Space-Track,LEO
5611,47473,FLOCK 4S 35,None,None,Active,nan,Space-Track,LEO
5612,47530,FLOCK 4S 36,None,None,Active,nan,Space-Track,LEO
5613,47522,FLOCK 4S 37,None,None,Active,nan,Space-Track,LEO
5614,47512,FLOCK 4S 38,None,None,Active,nan,Space-Track,LEO
5615,47490,FLOCK 4S 39,None,None,Active,nan,Space-Track,LEO
5616,47491,FLOCK 4S 4,None,None,Active,nan,Space-Track,LEO
