,ID,Name,Frequency [MHz],Bandwidth [kHz]/Baud,Status,Description,Source,Orbit
19060,47905,STARLINK-2365,None,None,Active,nan,Space-Track,LEO
19061,47907,STARLINK-2367,None,None,Active,nan,Space-Track,LEO
19062,47907,STARLINK-2367,None,None,Active,None,CelesTrak,LEO
19063,47908,STARLINK-2368,None,None,Active,None,CelesTrak,LEO
19064,47908,STARLINK-2368,None,None,Active,nan,Space-Track,LEO
19065,47909,STARLINK-2369,None,None,Active,nan,Space-Track,LEO
19066,47909,STARLINK-2369,None,None,Active,None,CelesTrak,LEO
19067,47910,STARLINK-2370,None,None,Active,None,CelesTrak,LEO
19068,47910,STARLINK-2370,None,None,Active,nan,Space-Track,LEO
19069,47911,STARLINK-2371,None,None,Active,nan,Space-Track,LEO
19070,47911,STARLINK-2371,None,None,Active,None,CelesTrak,LEO
19071,47912,STARLINK-2372,None,None,Active,nan,Space-Track,LEO
19072,47912,STARLINK-2372,None,None,Active,None,CelesTrak,LEO
19073,47796,STARLINK-2373,None,None,Active,None,CelesTrak,LEO
19074,47796,STARLINK-2373,None,None,Active,nan,Space-Track,LEO
19075,47913,STARLINK-2374,None,None,Active,nan,Space-Track,LEO
19076,47913,STARLINK-2374,None,None,Active,None,CelesTrak,LEO
19077,47914,STARLINK-2375,None,None,Active,None,CelesTrak,LEO
19078,47914,STARLINK-2375,None,None,Active,nan,Space-Track,LEO
19079,47915,STARLINK-2376,None,None,Active,None,CelesTrak,LEO
19080,47915,STARLINK-2376,None,None,Active,nan,Space-Track,LEO
19081,47797,STARLINK-2377,None,None,Active,nan,Space-Track,LEO
19082,47797,STARLINK-2377,None,None,Active,None,CelesTrak,LEO
19083,47916,STARLINK-2378,None,None,Active,None,CelesTrak,LEO
19084,47916,STARLINK-2378,None,None,Active,nan,Space-Track,LEO
19085,47798,STARLINK-2379,None,None,Active,nan,Space-Track,LEO
19086,47798,STARLINK-2379,None,None,Active,None,CelesTrak,LEO
19087,47799,STARLINK-2380,None,None,Active,None,CelesTrak,LEO
19088,47799,STARLINK-2380,None,None,Active,nan,Space-Track,LEO
19089,47800,STARLINK-2381,None,None,Active,nan,Space-Track,LEO
19090,47800,STARLINK-2381,None,None,Active,None,CelesTrak,LEO
19091,47801,STARLINK-2382,None,None,Active,nan,Space-Track,LEO
19092,47801,STARLINK-2382,None,None,Active,None,CelesTrak,LEO
19093,47802,STARLINK-2383,None,None,Active,nan,Space-Track,LEO
19094,47802,STARLINK-2383,None,None,Active,None,CelesTrak,LEO
19095,47803,STARLINK-2384,None,None,Active,None,CelesTrak,LEO
19096,47803,STARLINK-2384,None,None,Active,nan,Space-Track,LEO
19097,47804,STARLINK-2385,None,None,Active,nan,Space-Track,LEO
19098,47804,STARLINK-2385,None,None,Active,None,CelesTrak,LEO
19099,47805,STARLINK-2386,None,None,Active,nan,Space-Track,LEO
19100,47805,STARLINK-2386,None,None,Active,None,CelesTrak,LEO
19101,47806,STARLINK-2387,None,None,Active,None,CelesTrak,LEO
19102,47806,STARLINK-2387,None,None,Active,nan,Space-Track,LEO
19103,47807,STARLINK-2388,None,None,Active,None,CelesTrak,LEO
19104,47807,STARLINK-2388,None,None,Active,nan,Space-Track,LEO
19105,47808,STARLINK-2389,None,None,Active,nan,Space-Track,LEO
19106,47808,STARLINK-2389,None,None,Active,None,CelesTrak,LEO
19107,47809,STARLINK-2390,None,None,Active,None,CelesTrak,LEO
19108,47809,STARLINK-2390,None,None,Active,nan,Space-Track,LEO
19109,47810,STARLINK-2391,None,None,Active,nan,Space-Track,LEO
19110,47810,STARLINK-2391,None,None,Active,None,CelesTrak,LEO
19111,47811,STARLINK-2392,None,None,Active,nan,Space-Track,LEO
19112,47811,STARLINK-2392,None,None,Active,None,CelesTrak,LEO
19113,47812,STARLINK-2393,None,None,Active,nan,Space-Track,LEO
19114,47812,STARLINK-2393,None,None,Active,None,CelesTrak,LEO
19115,47813,STARLINK-2394,None,None,Active,nan,Space-Track,LEO
19116,47813,STARLINK-2394,None,None,Active,None,CelesTrak,LEO
19117,47814,STARLINK-2395,None,None,Active,nan,Space-Track,LEO
19118,47814,STARLINK-2395,None,None,Active,None,CelesTrak,LEO
19119,47815,STARLINK-2396,None,None,Active,None,CelesTrak,LEO
19120,47815,STARLINK-2396,None,None,Active,nan,Space-Track,LEO
19121,47917,STARLINK-2397,None,None,Active,None,CelesTrak,LEO
19122,47917,STARLINK-2397,None,None,Active,nan,Space-Track,LEO
19123,47918,STARLINK-2398,None,None,Active,nan,Space-Track,LEO
19124,47918,STARLINK-2398,None,None,Active,None,CelesTrak,LEO
19125,47816,STARLINK-2399,None,None,Active,None,CelesTrak,LEO
19126,47816,STARLINK-2399,None,None,Active,nan,Space-Track,LEO
19127,47817,STARLINK-2400,None,None,Active,None,CelesTrak,LEO
19128,47817,STARLINK-2400,None,None,Active,nan,Space-Track,LEO
19129,47818,STARLINK-2401,None,None,Active,None,CelesTrak,LEO
19130,47818,STARLINK-2401,None,None,Active,nan,Space-Track,LEO
19131,47819,STARLINK-2402,None,None,Active,nan,Space-Track,LEO
19132,47819,STARLINK-2402,None,None,Active,None,CelesTrak,LEO
19133,47820,STARLINK-2403,None,None,Active,None,CelesTrak,LEO
19134,47820,STARLINK-2403,None,None,Active,nan,Space-Track,LEO
19135,48093,STARLINK-2404,None,None,Active,nan,Space-Track,LEO
19136,48093,STARLINK-2404,None,None,Active,None,CelesTrak,LEO
19137,47919,STARLINK-2405,None,None,Active,nan,Space-Track,LEO
19138,47919,STARLINK-2405,None,None,Active,None,CelesTrak,LEO
19139,47821,STARLINK-2406,None,None,Active,nan,Space-Track,LEO
19140,47821,STARLINK-2406,None,None,Active,None,CelesTrak,LEO
19141,47822,STARLINK-2407,None,None,Active,nan,Space-Track,LEO
19142,47822,STARLINK-2407,None,None,Active,None,CelesTrak,LEO
19143,47823,STARLINK-2408,None,None,Active,nan,Space-Track,LEO
19144,47823,STARLINK-2408,None,None,Active,None,CelesTrak,LEO
19145,47824,STARLINK-2409,None,None,Active,None,CelesTrak,LEO
19146,47824,STARLINK-2409,None,None,Active,nan,Space-Track,LEO
19147,47825,STARLINK-2410,None,None,Active,None,CelesTrak,LEO
19148,47825,STARLINK-2410,None,None,Active,nan,Space-Track,LEO
19149,47826,STARLINK-2411,None,None,Active,None,CelesTrak,LEO
19150,47826,STARLINK-2411,None,None,Active,nan,Space-Track,LEO
19151,48094,STARLINK-2412,None,None,Active,nan,Space-Track,LEO
19152,48094,STARLINK-2412,None,None,Active,None,CelesTrak,LEO
19153,47827,STARLINK-2413,None,None,Active,None,CelesTrak,LEO
19154,47827,STARLINK-2413,None,None,Active,nan,Space-Track,LEO
19155,48095,STARLINK-2414,None,None,Active,None,CelesTrak,LEO
19156,48095,STARLINK-2414,None,None,Active,nan,Space-Track,LEO
19157,47828,STARLINK-2415,None,None,Active,nan,Space-Track,LEO
19158,47828,STARLINK-2415,None,None,Active,None,CelesTrak,LEO
19159,47829,STARLINK-2416,None,None,Active,nan,Space-Track,LEO
19160,47829,STARLINK-2416,None,None,Active,None,CelesTrak,LEO
19161,48096,STARLINK-2417,None,None,Active,None,CelesTrak,LEO
19162,48096,STARLINK-2417,None,None,Active,nan,Space-Track,LEO
19163,48097,STARLINK-2418,None,None,Active,None,CelesTrak,LEO
19164,48097,STARLINK-2418,None,None,Active,nan,Space-Track,LEO
19165,47830,STARLINK-2419,None,None,Active,None,CelesTrak,LEO
19166,47830,STARLINK-2419,None,None,Active,nan,Space-Track,LEO
19167,47831,STARLINK-2420,None,None,Active,nan,Space-Track,LEO
19168,47831,STARLINK-2420,None,None,Active,None,CelesTrak,LEO
19169,48098,STARLINK-2421,None,None,Active,None,CelesTrak,LEO
19170,48098,STARLINK-2421,None,None,Active,nan,Space-Track,LEO
19171,47832,STARLINK-2422,None,None,Active,None,CelesTrak,LEO
19172,47832,STARLINK-2422,None,None,Active,nan,Space-Track,LEO
19173,47833,STARLINK-2423,None,None,Active,None,CelesTrak,LEO
19174,47833,STARLINK-2423,None,None,Active,nan,Space-Track,LEO
19175,47834,STARLINK-2424,None,None,Active,nan,Space-Track,LEO
19176,47834,STARLINK-2424,None,None,Active,None,CelesTrak,LEO
19177,47835,STARLINK-2425,None,None,Active,None,CelesTrak,LEO
19178,47835,STARLINK-2425,None,None,Active,nan,Space-Track,LEO
19179,47836,STARLINK-2426,None,None,Active,None,CelesTrak,LEO
19180,47836,STARLINK-2426,None,None,Active,nan,Space-Track,LEO
19181,47837,STARLINK-2427,None,None,Active,None,CelesTrak,LEO
19182,47837,STARLINK-2427,None,None,Active,nan,Space-Track,LEO
19183,48099,STARLINK-2428,None,None,Active,None,CelesTrak,LEO
19184,48099,STARLINK-2428,None,None,Active,nan,Space-Track,LEO
19185,47838,STARLINK-2429,None,None,Active,None,CelesTrak,LEO
19186,47838,STARLINK-2429,None,None,Active,nan,Space-Track,LEO
19187,48100,STARLINK-2430,None,None,Active,nan,Space-Track,LEO
19188,48100,STARLINK-2430,None,None,Active,None,CelesTrak,LEO
19189,47839,STARLINK-2431,None,None,Active,nan,Space-Track,LEO
19190,47839,STARLINK-2431,None,None,Active,None,CelesTrak,LEO
19191,47840,STARLINK-2432,None,None,Active,None,CelesTrak,LEO
19192,47840,STARLINK-2432,None,None,Active,nan,Space-Track,LEO
19193,47841,STARLINK-2433,None,None,Active,None,CelesTrak,LEO
19194,47841,STARLINK-2433,None,None,Active,nan,Space-Track,LEO
19195,47842,STARLINK-2434,None,None,Active,None,CelesTrak,LEO
19196,47842,STARLINK-2434,None,None,Active,nan,Space-Track,LEO
19197,47843,STARLINK-2435,None,None,Active,None,CelesTrak,LEO
19198,47843,STARLINK-2435,None,None,Active,nan,Space-Track,LEO
19199,48101,STARLINK-2436,None,None,Active,nan,Space-Track,LEO
19200,48101,STARLINK-2436,None,None,Active,None,CelesTrak,LEO
19201,48102,STARLINK-2437,None,None,Active,None,CelesTrak,LEO
19202,48102,STARLINK-2437,None,None,Active,nan,Space-Track,LEO
19203,48103,STARLINK-2438,None,None,Active,None,CelesTrak,LEO
19204,48103,STARLINK-2438,None,None,Active,nan,Space-Track,LEO
19205,48104,STARLINK-2439,None,None,Active,None,CelesTrak,LEO
19206,48104,STARLINK-2439,None,None,Active,nan,Space-Track,LEO
19207,48105,STARLINK-2440,None,None,Active,None,CelesTrak,LEO
19208,48105,STARLINK-2440,None,None,Active,nan,Space-Track,LEO
19209,48335,STARLINK-2441,None,None,Active,None,CelesTrak,LEO
19210,48335,STARLINK-2441,None,None,Active,nan,Space-Track,LEO
19211,48106,STARLINK-2442,None,None,Active,None,CelesTrak,LEO
19212,48106,STARLINK-2442,None,None,Active,nan,Space-Track,LEO
19213,48107,STARLINK-2443,None,None,Active,None,CelesTrak,LEO
19214,48107,STARLINK-2443,None,None,Active,nan,Space-Track,LEO
19215,48108,STARLINK-2444,None,None,Active,None,CelesTrak,LEO
19216,48108,STARLINK-2444,None,None,Active,nan,Space-Track,LEO
19217,48109,STARLINK-2445,None,None,Active,None,CelesTrak,LEO
19218,48109,STARLINK-2445,None,None,Active,nan,Space-Track,LEO
19219,47844,STARLINK-2446,None,None,Active,None,CelesTrak,LEO
19220,47844,STARLINK-2446,None,None,Active,nan,Space-Track,LEO
19221,48110,STARLINK-2447,None,None,Active,nan,Space-Track,LEO
19222,48110,STARLINK-2447,None,None,Active,None,CelesTrak,LEO
19223,48111,STARLINK-2448,None,None,Active,nan,Space-Track,LEO
19224,48111,STARLINK-2448,None,None,Active,None,CelesTrak,LEO
19225,48112,STARLINK-2449,None,None,Active,None,CelesTrak,LEO
19226,48112,STARLINK-2449,None,None,Active,nan,Space-Track,LEO
19227,48113,STARLINK-2450,None,None,Active,nan,Space-Track,LEO
19228,48113,STARLINK-2450,None,None,Active,None,CelesTrak,LEO
19229,48114,STARLINK-2451,None,None,Active,None,CelesTrak,LEO
19230,48114,STARLINK-2451,None,None,Active,nan,Space-Track,LEO
19231,48115,STARLINK-2452,None,None,Active,None,CelesTrak,LEO
19232,48115,STARLINK-2452,None,None,Active,nan,Space-Track,LEO
19233,47845,STARLINK-2453,None,None,Active,nan,Space-Track,LEO
19234,47845,STARLINK-2453,None,None,Active,None,CelesTrak,LEO
19235,48116,STARLINK-2454,None,None,Active,nan,Space-Track,LEO
19236,48116,STARLINK-2454,None,None,Active,None,CelesTrak,LEO
19237,48117,STARLINK-2455,None,None,Active,nan,Space-Track,LEO
19238,48117,STARLINK-2455,None,None,Active,None,CelesTrak,LEO
19239,47846,STARLINK-2456,None,None,Active,nan,Space-Track,LEO
19240,47846,STARLINK-2456,None,None,Active,None,CelesTrak,LEO
19241,48321,STARLINK-2457,None,None,Active,None,CelesTrak,LEO
19242,48321,STARLINK-2457,None,None,Active,nan,Space-Track,LEO
19243,48118,STARLINK-2458,None,None,Active,None,CelesTrak,LEO
19244,48118,STARLINK-2458,None,None,Active,nan,Space-Track,LEO
19245,48119,STARLINK-2459,None,None,Active,nan,Space-Track,LEO
19246,48119,STARLINK-2459,None,None,Active,None,CelesTrak,LEO
19247,48120,STARLINK-2460,None,None,Active,nan,Space-Track,LEO
19248,48120,STARLINK-2460,None,None,Active,None,CelesTrak,LEO
19249,48428,STARLINK-2461,None,None,Active,None,CelesTrak,LEO
19250,48428,STARLINK-2461,None,None,Active,nan,Space-Track,LEO
19251,48121,STARLINK-2462,None,None,Active,nan,Space-Track,LEO
19252,48121,STARLINK-2462,None,None,Active,None,CelesTrak,LEO
19253,48122,STARLINK-2463,None,None,Active,nan,Space-Track,LEO
19254,48122,STARLINK-2463,None,None,Active,None,CelesTrak,LEO
19255,48123,STARLINK-2464,None,None,Active,None,CelesTrak,LEO
19256,48123,STARLINK-2464,None,None,Active,nan,Space-Track,LEO
19257,48124,STARLINK-2465,None,None,Active,nan,Space-Track,LEO
19258,48124,STARLINK-2465,None,None,Active,None,CelesTrak,LEO
19259,48125,STARLINK-2466,None,None,Active,nan,Space-Track,LEO
19260,48125,STARLINK-2466,None,None,Active,None,CelesTrak,LEO
19261,48126,STARLINK-2467,None,None,Active,nan,Space-Track,LEO
19262,48126,STARLINK-2467,None,None,Active,None,CelesTrak,LEO
19263,48127,STARLINK-2468,None,None,Active,None,CelesTrak,LEO
19264,48127,STARLINK-2468,None,None,Active,nan,Space-Track,LEO
19265,48128,STARLINK-2469,None,None,Active,None,CelesTrak,LEO
19266,48128,STARLINK-2469,None,None,Active,nan,Space-Track,LEO
19267,48334,STARLINK-2470,None,None,Active,None,CelesTrak,LEO
19268,48334,STARLINK-2470,None,None,Active,nan,Space-Track,LEO
19269,48129,STARLINK-2471,None,None,Active,nan,Space-Track,LEO
19270,48129,STARLINK-2471,None,None,Active,None,CelesTrak,LEO
19271,48130,STARLINK-2472,None,None,Active,None,CelesTrak,LEO
19272,48130,STARLINK-2472,None,None,Active,nan,Space-Track,LEO
19273,48131,STARLINK-2473,None,None,Active,nan,Space-Track,LEO
19274,48131,STARLINK-2473,None,None,Active,None,CelesTrak,LEO
19275,48132,STARLINK-2474,None,None,Active,nan,Space-Track,LEO
19276,48132,STARLINK-2474,None,None,Active,None,CelesTrak,LEO
19277,48133,STARLINK-2475,None,None,Active,nan,Space-Track,LEO
19278,48133,STARLINK-2475,None,None,Active,None,CelesTrak,LEO
19279,48134,STARLINK-2476,None,None,Active,None,CelesTrak,LEO
19280,48134,STARLINK-2476,None,None,Active,nan,Space-Track,LEO
19281,48322,STARLINK-2477,None,None,Active,None,CelesTrak,LEO
19282,48322,STARLINK-2477,None,None,Active,nan,Space-Track,LEO
19283,48135,STARLINK-2478,None,None,Active,None,CelesTrak,LEO
19284,48135,STARLINK-2478,None,None,Active,nan,Space-Track,LEO
19285,48136,STARLINK-2479,None,None,Active,nan,Space-Track,LEO
19286,48136,STARLINK-2479,None,None,Active,None,CelesTrak,LEO
19287,48137,STARLINK-2480,None,None,Active,nan,Space-Track,LEO
19288,48137,STARLINK-2480,None,None,Active,None,CelesTrak,LEO
19289,48138,STARLINK-2481,None,None,Active,None,CelesTrak,LEO
19290,48138,STARLINK-2481,None,None,Active,nan,Space-Track,LEO
19291,48139,STARLINK-2482,None,None,Active,None,CelesTrak,LEO
19292,48139,STARLINK-2482,None,None,Active,nan,Space-Track,LEO
19293,48140,STARLINK-2483,None,None,Active,nan,Space-Track,LEO
19294,48140,STARLINK-2483,None,None,Active,None,CelesTrak,LEO
19295,48141,STARLINK-2484,None,None,Active,nan,Space-Track,LEO
19296,48141,STARLINK-2484,None,None,Active,None,CelesTrak,LEO
19297,48142,STARLINK-2485,None,None,Active,nan,Space-Track,LEO
19298,48142,STARLINK-2485,None,None,Active,None,CelesTrak,LEO
19299,48143,STARLINK-2486,None,None,Active,None,CelesTrak,LEO
19300,48143,STARLINK-2486,None,None,Active,nan,Space-Track,LEO
19301,48144,STARLINK-2487,None,None,Active,nan,Space-Track,LEO
19302,48144,STARLINK-2487,None,None,Active,None,CelesTrak,LEO
19303,48145,STARLINK-2488,None,None,Active,None,CelesTrak,LEO
19304,48145,STARLINK-2488,None,None,Active,nan,Space-Track,LEO
19305,48146,STARLINK-2489,None,None,Active,nan,Space-Track,LEO
19306,48146,STARLINK-2489,None,None,Active,None,CelesTrak,LEO
19307,48147,STARLINK-2490,None,None,Active,None,CelesTrak,LEO
19308,48147,STARLINK-2490,None,None,Active,nan,Space-Track,LEO
19309,48148,STARLINK-2491,None,None,Active,nan,Space-Track,LEO
19310,48148,STARLINK-2491,None,None,Active,None,CelesTrak,LEO
19311,48149,STARLINK-2492,None,None,Active,nan,Space-Track,LEO
19312,48149,STARLINK-2492,None,None,Active,None,CelesTrak,LEO
19313,48150,STARLINK-2493,None,None,Active,nan,Space-Track,LEO
19314,48150,STARLINK-2493,None,None,Active,None,CelesTrak,LEO
19315,48487,STARLINK-2494,None,None,Active,None,CelesTrak,LEO
19316,48487,STARLINK-2494,None,None,Active,nan,Space-Track,LEO
19317,48325,STARLINK-2495,None,None,Active,nan,Space-Track,LEO
19318,48325,STARLINK-2495,None,None,Active,None,CelesTrak,LEO
19319,48486,STARLINK-2496,None,None,Active,None,CelesTrak,LEO
19320,48486,STARLINK-2496,None,None,Active,nan,Space-Track,LEO
19321,48455,STARLINK-2497,None,None,Active,None,CelesTrak,LEO
19322,48455,STARLINK-2497,None,None,Active,nan,Space-Track,LEO
19323,48326,STARLINK-2498,None,None,Active,nan,Space-Track,LEO
19324,48326,STARLINK-2498,None,None,Active,None,CelesTrak,LEO
19325,48377,STARLINK-2499,None,None,Active,None,CelesTrak,LEO
19326,48377,STARLINK-2499,None,None,Active,nan,Space-Track,LEO
19327,48485,STARLINK-2500,None,None,Active,nan,Space-Track,LEO
19328,48485,STARLINK-2500,None,None,Active,None,CelesTrak,LEO
19329,48330,STARLINK-2501,None,None,Active,nan,Space-Track,LEO
19330,48330,STARLINK-2501,None,None,Active,None,CelesTrak,LEO
19331,48327,STARLINK-2502,None,None,Active,nan,Space-Track,LEO
19332,48327,STARLINK-2502,None,None,Active,None,CelesTrak,LEO
19333,48151,STARLINK-2503,None,None,Active,nan,Space-Track,LEO
19334,48151,STARLINK-2503,None,None,Active,None,CelesTrak,LEO
19335,48328,STARLINK-2504,None,None,Active,None,CelesTrak,LEO
19336,48328,STARLINK-2504,None,None,Active,nan,Space-Track,LEO
19337,48411,STARLINK-2505,None,None,Active,nan,Space-Track,LEO
19338,48411,STARLINK-2505,None,None,Active,None,CelesTrak,LEO
19339,48315,STARLINK-2506,None,None,Active,nan,Space-Track,LEO
19340,48315,STARLINK-2506,None,None,Active,None,CelesTrak,LEO
19341,48316,STARLINK-2507,None,None,Active,None,CelesTrak,LEO
19342,48316,STARLINK-2507,None,None,Active,nan,Space-Track,LEO
19343,48456,STARLINK-2508,None,None,Active,None,CelesTrak,LEO
19344,48456,STARLINK-2508,None,None,Active,nan,Space-Track,LEO
19345,48318,STARLINK-2509,None,None,Active,nan,Space-Track,LEO
19346,48318,STARLINK-2509,None,None,Active,None,CelesTrak,LEO
19347,48329,STARLINK-2510,None,None,Active,nan,Space-Track,LEO
19348,48329,STARLINK-2510,None,None,Active,None,CelesTrak,LEO
19349,48332,STARLINK-2511,None,None,Active,None,CelesTrak,LEO
19350,48332,STARLINK-2511,None,None,Active,nan,Space-Track,LEO
19351,48319,STARLINK-2512,None,None,Active,None,CelesTrak,LEO
19352,48319,STARLINK-2512,None,None,Active,nan,Space-Track,LEO
19353,48317,STARLINK-2513,None,None,Active,None,CelesTrak,LEO
19354,48317,STARLINK-2513,None,None,Active,nan,Space-Track,LEO
19355,48331,STARLINK-2514,None,None,Active,nan,Space-Track,LEO
19356,48331,STARLINK-2514,None,None,Active,None,CelesTrak,LEO
19357,48323,STARLINK-2515,None,None,Active,None,CelesTrak,LEO
19358,48323,STARLINK-2515,None,None,Active,nan,Space-Track,LEO
19359,48283,STARLINK-2516,None,None,Active,nan,Space-Track,LEO
19360,48283,STARLINK-2516,None,None,Active,None,CelesTrak,LEO
19361,48309,STARLINK-2517,None,None,Active,None,CelesTrak,LEO
19362,48309,STARLINK-2517,None,None,Active,nan,Space-Track,LEO
19363,48333,STARLINK-2518,None,None,Active,nan,Space-Track,LEO
19364,48333,STARLINK-2518,None,None,Active,None,CelesTrak,LEO
19365,48305,STARLINK-2519,None,None,Active,nan,Space-Track,LEO
19366,48305,STARLINK-2519,None,None,Active,None,CelesTrak,LEO
19367,48281,STARLINK-2520,None,None,Active,None,CelesTrak,LEO
19368,48281,STARLINK-2520,None,None,Active,nan,Space-Track,LEO
19369,48648,STARLINK-2521,None,None,Active,None,CelesTrak,LEO
19370,48648,STARLINK-2521,None,None,Active,nan,Space-Track,LEO
19371,48306,STARLINK-2523,None,None,Active,nan,Space-Track,LEO
19372,48306,STARLINK-2523,None,None,Active,None,CelesTrak,LEO
19373,48304,STARLINK-2524,None,None,Active,None,CelesTrak,LEO
19374,48304,STARLINK-2524,None,None,Active,nan,Space-Track,LEO
19375,48482,STARLINK-2525,None,None,Active,None,CelesTrak,LEO
19376,48482,STARLINK-2525,None,None,Active,nan,Space-Track,LEO
19377,48378,STARLINK-2526,None,None,Active,nan,Space-Track,LEO
19378,48378,STARLINK-2526,None,None,Active,None,CelesTrak,LEO
19379,48324,STARLINK-2527,None,None,Active,None,CelesTrak,LEO
19380,48324,STARLINK-2527,None,None,Active,nan,Space-Track,LEO
19381,48307,STARLINK-2528,None,None,Active,None,CelesTrak,LEO
19382,48307,STARLINK-2528,None,None,Active,nan,Space-Track,LEO
19383,48303,STARLINK-2530,None,None,Active,nan,Space-Track,LEO
19384,48303,STARLINK-2530,None,None,Active,None,CelesTrak,LEO
19385,48483,STARLINK-2531,None,None,Active,nan,Space-Track,LEO
19386,48483,STARLINK-2531,None,None,Active,None,CelesTrak,LEO
19387,48308,STARLINK-2532,None,None,Active,None,CelesTrak,LEO
19388,48308,STARLINK-2532,None,None,Active,nan,Space-Track,LEO
19389,48294,STARLINK-2533,None,None,Active,nan,Space-Track,LEO
19390,48294,STARLINK-2533,None,None,Active,None,CelesTrak,LEO
19391,48311,STARLINK-2534,None,None,Active,nan,Space-Track,LEO
19392,48311,STARLINK-2534,None,None,Active,None,CelesTrak,LEO
19393,48295,STARLINK-2535,None,None,Active,nan,Space-Track,LEO
19394,48295,STARLINK-2535,None,None,Active,None,CelesTrak,LEO
19395,48310,STARLINK-2536,None,None,Active,nan,Space-Track,LEO
19396,48310,STARLINK-2536,None,None,Active,None,CelesTrak,LEO
19397,48301,STARLINK-2537,None,None,Active,None,CelesTrak,LEO
19398,48301,STARLINK-2537,None,None,Active,nan,Space-Track,LEO
19399,48300,STARLINK-2538,None,None,Active,nan,Space-Track,LEO
19400,48300,STARLINK-2538,None,None,Active,None,CelesTrak,LEO
19401,48290,STARLINK-2540,None,None,Active,nan,Space-Track,LEO
19402,48290,STARLINK-2540,None,None,Active,None,CelesTrak,LEO
19403,48313,STARLINK-2541,None,None,Active,None,CelesTrak,LEO
19404,48313,STARLINK-2541,None,None,Active,nan,Space-Track,LEO
19405,48292,STARLINK-2542,None,None,Active,nan,Space-Track,LEO
19406,48292,STARLINK-2542,None,None,Active,None,CelesTrak,LEO
19407,48278,STARLINK-2543,None,None,Active,nan,Space-Track,LEO
19408,48278,STARLINK-2543,None,None,Active,None,CelesTrak,LEO
19409,48297,STARLINK-2544,None,None,Active,None,CelesTrak,LEO
19410,48297,STARLINK-2544,None,None,Active,nan,Space-Track,LEO
19411,48289,STARLINK-2545,None,None,Active,nan,Space-Track,LEO
19412,48289,STARLINK-2545,None,None,Active,None,CelesTrak,LEO
19413,48296,STARLINK-2546,None,None,Active,nan,Space-Track,LEO
19414,48296,STARLINK-2546,None,None,Active,None,CelesTrak,LEO
19415,48286,STARLINK-2547,None,None,Active,nan,Space-Track,LEO
19416,48286,STARLINK-2547,None,None,Active,None,CelesTrak,LEO
19417,48285,STARLINK-2548,None,None,Active,None,CelesTrak,LEO
19418,48285,STARLINK-2548,None,None,Active,nan,Space-Track,LEO
19419,48314,STARLINK-2549,None,None,Active,None,CelesTrak,LEO
19420,48314,STARLINK-2549,None,None,Active,nan,Space-Track,LEO
19421,48293,STARLINK-2550,None,None,Active,None,CelesTrak,LEO
19422,48293,STARLINK-2550,None,None,Active,nan,Space-Track,LEO
19423,48291,STARLINK-2555,None,None,Active,None,CelesTrak,LEO
19424,48291,STARLINK-2555,None,None,Active,nan,Space-Track,LEO
19425,48302,STARLINK-2556,None,None,Active,None,CelesTrak,LEO
19426,48302,STARLINK-2556,None,None,Active,nan,Space-Track,LEO
19427,48299,STARLINK-2557,None,None,Active,None,CelesTrak,LEO
19428,48299,STARLINK-2557,None,None,Active,nan,Space-Track,LEO
19429,48282,STARLINK-2558,None,None,Active,nan,Space-Track,LEO
19430,48282,STARLINK-2558,None,None,Active,None,CelesTrak,LEO
19431,48298,STARLINK-2559,None,None,Active,None,CelesTrak,LEO
19432,48298,STARLINK-2559,None,None,Active,nan,Space-Track,LEO
19433,48402,STARLINK-2560,None,None,Active,nan,Space-Track,LEO
19434,48402,STARLINK-2560,None,None,Active,None,CelesTrak,LEO
19435,48403,STARLINK-2561,None,None,Active,nan,Space-Track,LEO
19436,48403,STARLINK-2561,None,None,Active,None,CelesTrak,LEO
19437,48288,STARLINK-2562,None,None,Active,nan,Space-Track,LEO
19438,48288,STARLINK-2562,None,None,Active,None,CelesTrak,LEO
19439,48410,STARLINK-2563,None,None,Active,None,CelesTrak,LEO
19440,48410,STARLINK-2563,None,None,Active,nan,Space-Track,LEO
19441,48284,STARLINK-2564,None,None,Active,nan,Space-Track,LEO
19442,48284,STARLINK-2564,None,None,Active,None,CelesTrak,LEO
19443,48280,STARLINK-2565,None,None,Active,nan,Space-Track,LEO
19444,48280,STARLINK-2565,None,None,Active,None,CelesTrak,LEO
19445,48287,STARLINK-2566,None,None,Active,nan,Space-Track,LEO
19446,48287,STARLINK-2566,None,None,Active,None,CelesTrak,LEO
19447,48276,STARLINK-2567,None,None,Active,nan,Space-Track,LEO
19448,48276,STARLINK-2567,None,None,Active,None,CelesTrak,LEO
19449,48406,STARLINK-2568,None,None,Active,None,CelesTrak,LEO
19450,48406,STARLINK-2568,None,None,Active,nan,Space-Track,LEO
19451,48277,STARLINK-2569,None,None,Active,None,CelesTrak,LEO
19452,48277,STARLINK-2569,None,None,Active,nan,Space-Track,LEO
19453,48405,STARLINK-2570,None,None,Active,nan,Space-Track,LEO
19454,48405,STARLINK-2570,None,None,Active,None,CelesTrak,LEO
19455,48401,STARLINK-2571,None,None,Active,None,CelesTrak,LEO
19456,48401,STARLINK-2571,None,None,Active,nan,Space-Track,LEO
19457,48372,STARLINK-2572,None,None,Active,nan,Space-Track,LEO
